age,job,marital,education,default,housing,loan
Adult,technician,married,professional course,no,no,no
Adult,self-employed,married,high school,no,yes,no
Elderly,admin.,married,basic,no,yes,no
Adult,admin.,single,university degree,no,no,no
Adult,technician,single,professional course,no,yes,no
Adult,admin.,single,university degree,no,yes,yes
Adult,admin.,single,university degree,no,yes,no
Adult,technician,married,professional course,no,yes,yes
Adult,admin.,single,university degree,no,yes,yes
Adult,services,married,university degree,no,yes,no
Adult,technician,married,professional course,unknown,yes,no
Adult,management,married,university degree,unknown,yes,no
Adult,admin.,single,university degree,no,yes,no
Adult,admin.,single,university degree,no,yes,yes
Adult,admin.,single,university degree,no,yes,no
Adult,technician,single,university degree,no,no,no
Adult,retired,married,university degree,no,yes,no
Adult,admin.,married,university degree,no,yes,no
Adult,admin.,divorced,university degree,no,no,no
Adult,blue-collar,married,unknown,unknown,yes,no
Adult,services,divorced,high school,no,yes,no
Adult,admin.,divorced,university degree,no,yes,no
Adult,technician,divorced,professional course,no,no,yes
Adult,technician,married,university degree,no,no,no
Adult,admin.,married,high school,unknown,yes,no
Adult,admin.,married,university degree,no,yes,no
Adult,admin.,married,university degree,unknown,yes,no
Adult,admin.,single,university degree,no,yes,yes
Adult,blue-collar,married,basic,no,yes,no
Adult,admin.,married,university degree,no,yes,no
Adult,management,married,university degree,no,no,no
Adult,admin.,married,high school,no,no,no
Adult,technician,married,professional course,no,yes,no
Adult,unemployed,single,university degree,no,no,no
Adult,blue-collar,married,professional course,no,no,yes
Adult,admin.,married,basic,no,yes,no
Adult,blue-collar,married,basic,no,yes,yes
Adult,technician,married,high school,no,no,no
Adult,self-employed,married,university degree,no,yes,yes
Adult,unknown,married,unknown,unknown,yes,no
Adult,technician,married,professional course,no,yes,no
Adult,admin.,single,university degree,no,yes,no
Adult,admin.,married,basic,no,no,no
Adult,technician,single,professional course,unknown,no,no
Adult,admin.,divorced,high school,no,no,no
Adult,technician,single,university degree,no,yes,yes
Adult,admin.,single,university degree,no,yes,yes
Adult,management,single,university degree,no,no,no
Adult,management,single,university degree,no,yes,no
Adult,admin.,divorced,university degree,no,yes,no
Adult,admin.,single,university degree,no,yes,no
Adult,admin.,married,university degree,no,no,no
Elderly,retired,married,high school,no,no,no
Adult,admin.,single,university degree,no,yes,no
Adult,services,married,professional course,no,no,no
Adult,admin.,married,university degree,no,no,no
Adult,services,married,professional course,no,yes,yes
Adult,services,married,basic,no,yes,no
Adult,housemaid,married,basic,unknown,yes,no
Adult,admin.,divorced,university degree,unknown,yes,no
Adult,services,married,professional course,no,yes,no
Adult,admin.,single,university degree,no,yes,no
Adult,self-employed,married,university degree,no,yes,no
Adult,technician,married,university degree,no,no,no
Adult,admin.,married,university degree,no,yes,no
Adult,technician,divorced,professional course,no,no,no
Adult,management,single,university degree,no,yes,no
Adult,technician,married,high school,no,yes,yes
Adult,admin.,married,university degree,no,no,no
Adult,admin.,married,university degree,no,yes,no
Adult,technician,divorced,professional course,no,yes,no
Adult,technician,married,high school,no,no,no
Adult,unemployed,single,university degree,no,yes,yes
Adult,unemployed,single,university degree,no,yes,no
Adult,technician,single,professional course,no,no,no
young adult,admin.,single,university degree,no,no,no
Adult,admin.,single,university degree,no,yes,no
Adult,technician,married,professional course,no,yes,no
Adult,admin.,divorced,university degree,no,yes,no
Adult,management,married,university degree,no,no,no
Adult,management,married,university degree,no,yes,no
Adult,technician,divorced,professional course,no,yes,no
Adult,admin.,single,university degree,no,yes,no
Adult,admin.,divorced,university degree,unknown,no,no
Adult,admin.,married,basic,unknown,yes,no
Adult,technician,married,university degree,no,yes,yes
Adult,blue-collar,married,basic,unknown,no,no
Adult,admin.,married,high school,no,yes,no
Adult,entrepreneur,married,basic,unknown,yes,no
Adult,technician,married,professional course,no,yes,no
Adult,admin.,married,university degree,no,yes,no
Adult,self-employed,married,university degree,no,no,no
Adult,admin.,married,university degree,no,no,yes
Adult,technician,divorced,university degree,no,yes,no
Adult,technician,single,university degree,no,yes,no
Adult,self-employed,married,university degree,no,no,no
Adult,blue-collar,married,basic,no,no,no
Adult,technician,single,university degree,no,no,no
Adult,technician,single,professional course,no,no,no
young adult,admin.,single,university degree,no,no,no
Adult,technician,single,university degree,no,no,no
Adult,technician,single,university degree,no,no,no
Adult,blue-collar,married,basic,unknown,yes,no
Adult,management,divorced,university degree,no,no,no
Adult,technician,married,professional course,no,yes,no
young adult,admin.,single,university degree,no,yes,no
Adult,technician,married,high school,unknown,no,no
Adult,technician,single,professional course,no,yes,no
Adult,self-employed,married,university degree,no,yes,no
Adult,admin.,married,university degree,no,yes,yes
Adult,technician,married,high school,no,unknown,unknown
Adult,admin.,married,university degree,no,yes,no
Adult,admin.,married,university degree,unknown,yes,yes
Adult,technician,married,professional course,no,no,no
Adult,services,married,professional course,no,unknown,unknown
Adult,admin.,married,university degree,no,yes,no
Adult,technician,single,university degree,no,no,no
Adult,technician,divorced,professional course,no,yes,yes
young adult,technician,single,university degree,no,yes,no
young adult,technician,single,university degree,no,yes,no
Adult,services,married,basic,unknown,no,no
Adult,blue-collar,married,professional course,no,no,no
Adult,admin.,divorced,professional course,no,yes,yes
Adult,technician,married,university degree,no,yes,no
Adult,services,married,basic,unknown,yes,no
Adult,admin.,divorced,university degree,no,yes,yes
Adult,admin.,divorced,university degree,no,yes,no
Adult,admin.,married,university degree,unknown,no,yes
young adult,admin.,single,university degree,no,yes,no
young adult,admin.,single,university degree,no,yes,no
Adult,technician,married,professional course,no,yes,no
Adult,admin.,single,university degree,no,no,yes
Adult,technician,married,professional course,no,yes,no
Adult,technician,married,professional course,no,no,no
Adult,admin.,married,high school,no,no,no
Adult,management,married,university degree,unknown,yes,no
Adult,technician,married,professional course,no,no,no
young adult,admin.,single,university degree,no,no,no
Adult,retired,married,university degree,no,yes,no
Adult,services,married,high school,no,yes,no
Adult,technician,divorced,professional course,no,yes,no
Adult,technician,married,professional course,no,yes,no
Adult,admin.,married,university degree,no,yes,no
Adult,unknown,married,unknown,unknown,no,no
Adult,admin.,single,university degree,no,yes,no
Adult,blue-collar,married,basic,no,no,yes
Adult,technician,divorced,high school,no,yes,no
Adult,technician,married,professional course,unknown,no,yes
Adult,admin.,married,high school,no,yes,no
Adult,unknown,married,unknown,unknown,yes,no
Adult,technician,married,university degree,no,yes,no
Adult,management,married,university degree,no,no,no
Adult,admin.,married,university degree,no,no,no
Adult,services,divorced,high school,no,yes,no
Adult,admin.,married,university degree,no,no,yes
Adult,admin.,married,university degree,no,no,no
Adult,admin.,married,university degree,no,yes,no
Adult,admin.,married,university degree,unknown,yes,yes
Adult,retired,married,high school,no,yes,no
Adult,admin.,married,university degree,unknown,no,no
Adult,retired,married,basic,no,yes,no
Adult,admin.,married,university degree,no,yes,no
young adult,technician,single,professional course,no,no,no
Adult,technician,divorced,professional course,no,yes,no
Adult,admin.,married,university degree,unknown,yes,yes
Adult,admin.,married,university degree,unknown,no,no
Adult,admin.,married,university degree,unknown,yes,no
Adult,technician,married,university degree,no,no,no
Adult,admin.,married,high school,no,yes,no
young adult,admin.,married,university degree,no,yes,no
Adult,admin.,married,university degree,no,no,no
Adult,admin.,single,university degree,no,yes,no
Adult,admin.,married,university degree,no,no,no
Adult,admin.,married,university degree,no,yes,no
Adult,admin.,married,university degree,no,unknown,unknown
Adult,admin.,divorced,university degree,no,unknown,unknown
Adult,admin.,divorced,university degree,no,no,no
Adult,admin.,married,professional course,no,yes,no
Adult,admin.,divorced,university degree,unknown,no,no
Adult,admin.,single,university degree,no,yes,no
Adult,technician,single,professional course,no,yes,no
Adult,admin.,single,university degree,no,unknown,unknown
Adult,technician,divorced,university degree,no,no,yes
Adult,technician,married,unknown,no,yes,no
Adult,admin.,married,high school,unknown,yes,no
Adult,admin.,married,high school,unknown,yes,no
Adult,technician,married,high school,no,yes,no
Adult,admin.,married,high school,no,yes,no
Adult,admin.,single,university degree,unknown,yes,no
Adult,technician,married,professional course,no,yes,yes
Adult,services,married,high school,no,yes,no
Adult,technician,married,professional course,no,yes,no
Adult,technician,married,high school,no,no,yes
Adult,admin.,divorced,university degree,no,yes,no
Adult,housemaid,married,basic,no,yes,no
Adult,management,married,university degree,no,yes,yes
Adult,admin.,married,university degree,no,no,no
Adult,admin.,married,high school,unknown,no,no
Adult,services,married,unknown,no,no,no
Adult,technician,single,high school,no,yes,no
young adult,admin.,single,university degree,no,yes,no
Adult,technician,married,university degree,unknown,no,no
young adult,admin.,single,university degree,no,no,no
Adult,management,married,university degree,no,no,no
Adult,blue-collar,married,basic,no,yes,no
Adult,technician,married,university degree,unknown,yes,no
Adult,technician,single,professional course,no,yes,no
Adult,admin.,married,university degree,no,no,no
Adult,services,married,high school,no,yes,no
Adult,technician,single,university degree,unknown,yes,no
Adult,admin.,single,university degree,no,no,no
Adult,unknown,married,unknown,unknown,yes,no
Adult,entrepreneur,married,university degree,no,yes,no
Adult,technician,single,professional course,no,yes,no
Adult,admin.,married,basic,no,unknown,unknown
Adult,technician,divorced,professional course,no,yes,no
Adult,admin.,married,university degree,no,yes,no
Adult,admin.,single,university degree,no,yes,no
Adult,admin.,married,university degree,no,yes,no
Adult,management,married,university degree,no,no,no
Adult,technician,married,high school,no,no,no
Adult,unemployed,married,university degree,no,yes,no
Adult,technician,divorced,professional course,unknown,yes,no
Adult,technician,married,professional course,no,yes,no
Adult,admin.,single,university degree,no,yes,yes
Adult,technician,single,professional course,no,yes,no
Adult,technician,married,high school,no,yes,no
Adult,unemployed,married,university degree,no,yes,no
Adult,admin.,divorced,university degree,no,yes,no
Adult,self-employed,married,university degree,no,yes,no
Adult,admin.,married,university degree,no,no,no
Adult,admin.,single,university degree,no,no,no
Adult,admin.,divorced,university degree,no,yes,no
Adult,self-employed,married,university degree,no,yes,no
Adult,blue-collar,married,basic,no,no,no
Adult,self-employed,married,university degree,no,no,no
Adult,self-employed,married,university degree,no,no,no
Adult,admin.,divorced,professional course,no,yes,no
young adult,technician,single,university degree,no,no,no
Elderly,admin.,married,basic,no,no,no
Adult,admin.,single,university degree,unknown,no,yes
Adult,blue-collar,married,basic,unknown,yes,no
Adult,admin.,married,university degree,no,yes,yes
Adult,retired,married,basic,no,yes,no
Adult,technician,married,university degree,unknown,unknown,unknown
Adult,retired,married,basic,no,yes,no
Adult,technician,married,professional course,no,yes,no
Adult,admin.,married,university degree,no,yes,no
Adult,technician,single,high school,no,yes,no
Adult,admin.,married,university degree,no,no,no
Adult,technician,married,high school,no,yes,no
Adult,management,single,university degree,no,no,no
Adult,unemployed,single,university degree,no,yes,no
Adult,technician,divorced,professional course,unknown,yes,yes
Adult,services,married,high school,unknown,no,no
Adult,admin.,married,university degree,no,yes,no
Adult,technician,married,high school,no,no,no
Adult,technician,married,high school,no,unknown,unknown
Adult,unknown,married,unknown,unknown,yes,no
young adult,admin.,single,university degree,no,yes,yes
Adult,admin.,married,university degree,no,no,no
Adult,admin.,divorced,university degree,unknown,no,no
Adult,technician,married,university degree,no,yes,no
young adult,technician,married,professional course,no,no,yes
Adult,management,married,university degree,no,yes,no
Adult,admin.,divorced,university degree,no,yes,yes
Adult,admin.,divorced,university degree,unknown,no,no
Adult,blue-collar,married,basic,no,no,no
young adult,admin.,single,university degree,no,yes,no
Elderly,admin.,married,basic,no,yes,no
Adult,admin.,married,university degree,no,no,no
Adult,admin.,married,university degree,no,yes,no
Adult,management,married,university degree,no,yes,yes
Adult,management,married,university degree,no,no,no
Adult,unemployed,married,university degree,no,yes,no
Adult,admin.,single,university degree,no,no,no
Adult,technician,divorced,high school,unknown,yes,no
Adult,admin.,married,basic,no,no,no
Adult,admin.,married,university degree,no,yes,no
Adult,technician,divorced,professional course,no,yes,no
Adult,admin.,married,university degree,no,no,no
Adult,admin.,married,university degree,no,no,no
Adult,admin.,married,university degree,no,no,no
Adult,blue-collar,married,basic,no,yes,no
Adult,technician,married,professional course,no,no,yes
Adult,admin.,married,university degree,no,no,no
Adult,housemaid,married,basic,unknown,yes,no
Adult,technician,married,professional course,no,no,no
Adult,retired,married,basic,no,yes,no
Adult,technician,married,professional course,no,yes,yes
Adult,admin.,married,university degree,no,yes,no
Adult,technician,single,professional course,unknown,yes,yes
Adult,retired,married,unknown,no,yes,yes
Adult,self-employed,married,high school,no,yes,no
Adult,admin.,married,university degree,no,yes,no
Elderly,admin.,married,university degree,no,no,no
Adult,retired,married,unknown,no,no,yes
Adult,retired,married,basic,no,yes,yes
Adult,technician,married,professional course,no,yes,no
Adult,admin.,married,high school,no,yes,no
Adult,admin.,married,high school,no,yes,yes
Adult,blue-collar,married,basic,no,no,no
Adult,unknown,married,unknown,no,no,no
Adult,entrepreneur,married,university degree,no,no,no
Adult,technician,single,professional course,no,no,no
young adult,self-employed,single,university degree,no,no,no
Adult,admin.,divorced,high school,no,yes,no
Adult,self-employed,married,basic,no,no,no
Adult,technician,married,professional course,no,yes,yes
Adult,management,married,university degree,no,yes,no
Adult,entrepreneur,married,university degree,no,yes,yes
Adult,admin.,married,high school,no,no,no
Adult,technician,divorced,professional course,no,unknown,unknown
Adult,admin.,single,university degree,no,yes,yes
Adult,technician,divorced,university degree,no,no,yes
Adult,blue-collar,single,unknown,no,yes,no
Adult,admin.,divorced,high school,no,yes,no
Adult,admin.,married,university degree,no,no,no
Adult,housemaid,married,high school,no,no,no
Adult,admin.,married,high school,no,no,no
Adult,blue-collar,married,professional course,no,no,no
Adult,services,married,high school,no,yes,no
Adult,blue-collar,married,basic,no,yes,no
Adult,blue-collar,married,unknown,no,yes,no
young adult,student,single,high school,no,no,no
Adult,admin.,single,high school,no,no,no
Adult,technician,single,university degree,no,no,no
Adult,technician,married,high school,no,no,no
Adult,technician,married,professional course,no,no,no
Adult,self-employed,married,high school,no,yes,no
Adult,admin.,married,university degree,no,no,no
Adult,admin.,single,high school,no,yes,no
Adult,services,married,high school,no,yes,no
young adult,services,single,high school,no,yes,no
Adult,technician,married,professional course,no,no,no
Adult,blue-collar,married,basic,no,yes,no
Adult,retired,married,university degree,no,yes,no
Adult,admin.,married,high school,no,yes,no
young adult,entrepreneur,married,basic,no,yes,no
Adult,admin.,divorced,university degree,no,no,no
young adult,technician,single,professional course,no,yes,no
Adult,admin.,married,university degree,no,no,yes
Adult,admin.,married,university degree,no,yes,no
Adult,admin.,single,university degree,no,yes,no
young adult,admin.,single,university degree,no,yes,no
young adult,blue-collar,single,professional course,no,yes,no
Adult,admin.,single,university degree,no,yes,no
Adult,blue-collar,married,basic,no,no,no
Adult,technician,divorced,high school,no,yes,no
Adult,blue-collar,married,basic,no,yes,no
Adult,admin.,single,university degree,no,no,no
young adult,admin.,single,university degree,no,no,no
Adult,entrepreneur,married,university degree,no,yes,no
Adult,technician,married,professional course,no,yes,no
Adult,blue-collar,married,basic,no,no,no
Adult,admin.,married,university degree,no,no,no
Adult,admin.,married,university degree,no,no,no
Adult,blue-collar,single,high school,no,yes,no
Adult,self-employed,single,university degree,no,yes,no
Adult,technician,married,high school,no,no,no
Adult,technician,single,university degree,no,no,no
Adult,blue-collar,divorced,high school,no,yes,no
Adult,admin.,divorced,high school,no,no,no
Adult,entrepreneur,married,basic,no,no,no
Adult,management,married,university degree,no,no,no
Adult,admin.,married,university degree,no,no,no
Adult,admin.,married,university degree,no,yes,no
Adult,admin.,married,university degree,no,no,no
Adult,admin.,married,university degree,no,no,no
young adult,admin.,single,university degree,no,no,yes
Adult,technician,married,professional course,no,yes,no
Adult,management,married,university degree,no,yes,yes
Adult,retired,divorced,university degree,no,yes,no
Adult,admin.,married,high school,no,yes,no
Adult,blue-collar,married,basic,no,no,no
Adult,entrepreneur,married,university degree,no,no,no
Adult,technician,married,professional course,no,yes,no
Adult,unknown,married,unknown,no,no,no
Adult,admin.,married,university degree,no,yes,no
Adult,admin.,divorced,university degree,no,no,no
young adult,management,married,university degree,no,yes,no
Adult,management,married,university degree,no,yes,no
young adult,self-employed,married,professional course,no,no,no
Adult,blue-collar,married,basic,no,yes,yes
Adult,admin.,married,university degree,no,no,yes
Adult,admin.,single,high school,no,yes,no
Adult,admin.,married,high school,no,yes,no
young adult,technician,married,university degree,no,yes,no
Adult,admin.,married,university degree,no,no,no
Adult,blue-collar,married,basic,no,yes,no
young adult,admin.,married,basic,no,yes,no
Adult,retired,married,high school,no,yes,no
Adult,admin.,single,university degree,no,no,no
Adult,technician,single,professional course,no,yes,no
young adult,student,single,university degree,no,yes,no
young adult,management,single,university degree,no,no,yes
Adult,student,single,unknown,no,unknown,unknown
Adult,technician,married,professional course,no,no,no
Adult,retired,divorced,basic,no,yes,no
Adult,management,divorced,university degree,no,no,no
Adult,services,married,basic,no,no,no
Adult,admin.,divorced,university degree,no,no,no
Adult,unemployed,married,professional course,no,yes,no
Adult,services,married,high school,no,no,no
Adult,admin.,married,high school,no,yes,no
Adult,management,divorced,university degree,no,no,no
Adult,technician,divorced,professional course,no,yes,no
Adult,housemaid,married,university degree,no,yes,no
Adult,admin.,married,high school,no,no,no
Adult,blue-collar,married,professional course,no,yes,no
Adult,admin.,married,university degree,no,yes,no
Adult,admin.,single,university degree,no,no,no
young adult,student,single,high school,no,no,no
Adult,self-employed,single,university degree,no,no,no
young adult,student,single,professional course,no,no,no
young adult,self-employed,married,university degree,no,yes,no
Adult,admin.,single,basic,no,unknown,unknown
Adult,admin.,married,professional course,no,yes,no
Adult,blue-collar,married,basic,no,unknown,unknown
Adult,admin.,single,high school,no,no,no
Adult,admin.,divorced,university degree,no,no,yes
Adult,technician,single,professional course,no,yes,no
Adult,management,married,university degree,no,yes,no
Adult,management,married,university degree,no,no,no
Adult,management,married,university degree,no,yes,no
Adult,technician,single,unknown,no,no,no
Adult,technician,divorced,professional course,no,no,no
Adult,technician,married,professional course,unknown,no,no
Adult,services,married,high school,no,no,no
Adult,services,married,high school,no,no,no
Adult,admin.,married,high school,no,no,no
Adult,technician,divorced,university degree,no,no,no
Adult,self-employed,married,university degree,no,no,no
Adult,management,married,university degree,no,yes,yes
Adult,blue-collar,divorced,basic,no,no,no
Adult,blue-collar,married,basic,no,yes,no
Adult,self-employed,divorced,high school,no,yes,no
Adult,admin.,single,high school,no,no,no
Adult,services,married,unknown,no,no,no
Adult,blue-collar,divorced,basic,no,yes,no
Adult,management,single,university degree,no,yes,no
Adult,management,married,university degree,no,yes,no
Adult,technician,married,unknown,no,no,no
Adult,admin.,single,high school,no,yes,no
Adult,management,married,high school,no,yes,no
Adult,admin.,married,university degree,no,yes,yes
Adult,blue-collar,married,high school,unknown,yes,no
Adult,blue-collar,married,high school,unknown,yes,no
Adult,entrepreneur,married,university degree,no,yes,no
Adult,retired,married,university degree,no,no,no
Adult,services,married,high school,no,yes,no
Adult,management,married,university degree,no,yes,no
Adult,management,married,university degree,no,yes,no
Adult,management,married,university degree,no,yes,no
Adult,admin.,married,university degree,no,no,no
Adult,technician,divorced,high school,no,yes,no
Adult,admin.,divorced,university degree,no,yes,no
Adult,admin.,single,university degree,no,yes,no
Adult,blue-collar,married,basic,unknown,yes,no
Adult,retired,single,basic,no,no,no
Adult,technician,married,professional course,no,no,no
Adult,unemployed,married,basic,no,yes,no
Adult,unemployed,divorced,high school,no,no,yes
Adult,unemployed,divorced,high school,no,yes,yes
Adult,unemployed,divorced,high school,no,no,no
Adult,unemployed,divorced,high school,no,yes,no
Adult,technician,married,professional course,no,yes,no
Adult,technician,married,professional course,no,no,no
Adult,entrepreneur,married,university degree,no,no,no
Adult,management,married,university degree,no,yes,no
Adult,admin.,married,high school,no,no,no
Adult,admin.,married,high school,no,yes,no
Adult,blue-collar,married,basic,no,yes,no
Adult,admin.,married,university degree,no,no,yes
Adult,management,divorced,university degree,no,yes,no
Adult,blue-collar,married,basic,unknown,no,yes
Adult,admin.,married,university degree,no,yes,no
Adult,management,married,university degree,no,no,no
Adult,unemployed,married,basic,no,yes,no
Adult,services,married,high school,no,no,no
Adult,technician,married,professional course,no,no,no
Adult,admin.,married,basic,no,yes,no
Adult,admin.,married,high school,unknown,yes,no
Adult,management,married,university degree,no,no,no
Adult,admin.,single,high school,unknown,yes,no
Adult,management,married,university degree,no,yes,no
Adult,admin.,single,high school,unknown,yes,no
Adult,blue-collar,married,high school,no,yes,no
Adult,self-employed,married,university degree,no,no,no
Adult,admin.,married,university degree,no,no,no
Adult,services,married,basic,no,no,no
Adult,services,married,basic,no,yes,no
Adult,technician,single,university degree,no,yes,no
Adult,services,divorced,high school,no,yes,no
Adult,blue-collar,married,unknown,no,no,no
Adult,blue-collar,married,basic,no,no,no
Adult,admin.,single,university degree,unknown,no,no
Adult,management,married,high school,no,yes,no
Adult,admin.,married,university degree,no,yes,no
Adult,blue-collar,married,unknown,no,yes,no
Adult,self-employed,married,university degree,no,no,no
Adult,management,married,basic,no,no,no
Adult,admin.,single,university degree,unknown,yes,no
Adult,unemployed,married,university degree,no,yes,no
Adult,management,married,university degree,no,no,no
Adult,unemployed,married,university degree,no,unknown,unknown
Adult,blue-collar,married,high school,no,no,yes
Adult,admin.,married,basic,no,no,no
Adult,management,married,university degree,no,yes,no
Adult,blue-collar,divorced,professional course,no,yes,no
Adult,management,married,university degree,no,yes,no
Adult,management,married,university degree,no,yes,yes
Adult,self-employed,divorced,university degree,no,no,no
Adult,blue-collar,married,basic,no,no,no
Adult,blue-collar,divorced,high school,no,no,no
Adult,blue-collar,married,basic,no,no,no
Adult,blue-collar,divorced,professional course,no,no,no
Adult,management,divorced,university degree,unknown,no,no
Adult,admin.,divorced,university degree,no,yes,no
Adult,technician,married,basic,no,no,no
Adult,management,single,basic,no,no,yes
Adult,management,single,basic,no,yes,no
Adult,blue-collar,single,basic,no,yes,no
Adult,entrepreneur,divorced,university degree,no,no,no
Adult,services,married,high school,no,no,no
Adult,admin.,divorced,university degree,no,no,no
Adult,admin.,single,university degree,no,no,no
Adult,entrepreneur,divorced,university degree,no,no,no
Adult,unemployed,married,basic,no,yes,no
young adult,self-employed,single,university degree,no,no,yes
Adult,unemployed,married,basic,no,yes,no
Adult,entrepreneur,married,university degree,no,no,no
Adult,entrepreneur,married,university degree,no,yes,no
Adult,admin.,divorced,university degree,no,yes,no
Adult,technician,single,professional course,no,yes,no
Adult,technician,single,professional course,no,unknown,unknown
Adult,services,married,university degree,no,yes,no
Adult,unknown,single,basic,no,yes,no
Adult,services,divorced,high school,no,yes,yes
Adult,admin.,divorced,high school,no,yes,no
Adult,admin.,married,basic,no,yes,no
Adult,self-employed,married,university degree,no,no,no
Adult,entrepreneur,married,basic,no,yes,no
Adult,management,married,unknown,no,no,no
Adult,blue-collar,married,basic,unknown,yes,no
Adult,management,married,university degree,no,no,no
Adult,technician,married,professional course,no,yes,yes
Adult,admin.,married,basic,no,no,no
Adult,management,married,university degree,no,no,no
Adult,retired,married,professional course,no,yes,yes
Adult,management,married,university degree,no,no,no
Adult,admin.,divorced,high school,no,yes,no
Adult,housemaid,married,basic,no,yes,no
Adult,technician,married,high school,no,yes,no
Adult,blue-collar,married,basic,no,yes,no
Adult,retired,married,basic,no,unknown,unknown
Adult,admin.,single,university degree,no,no,no
Adult,technician,married,high school,no,yes,no
Adult,entrepreneur,divorced,university degree,no,yes,no
Adult,housemaid,married,university degree,no,no,no
Adult,housemaid,married,university degree,no,yes,no
Adult,unemployed,married,professional course,no,yes,no
Adult,entrepreneur,divorced,university degree,no,yes,no
Adult,services,single,high school,unknown,no,no
Adult,blue-collar,married,basic,unknown,yes,no
Adult,blue-collar,married,basic,no,yes,no
Adult,management,married,university degree,no,yes,no
Adult,admin.,married,university degree,unknown,no,no
Adult,admin.,married,high school,no,yes,no
Adult,admin.,married,university degree,no,yes,no
Adult,retired,married,professional course,no,yes,no
Adult,admin.,married,high school,no,no,no
Adult,admin.,married,high school,no,yes,no
Adult,entrepreneur,married,university degree,no,yes,no
Adult,housemaid,married,basic,no,yes,yes
Adult,retired,married,basic,unknown,no,no
Adult,admin.,married,university degree,no,no,no
Adult,technician,married,professional course,no,yes,no
Adult,blue-collar,married,basic,no,yes,no
Adult,admin.,married,university degree,unknown,no,no
Adult,admin.,married,high school,no,yes,no
Adult,technician,married,professional course,unknown,yes,no
Adult,services,single,high school,no,no,no
Adult,technician,married,professional course,no,yes,no
Adult,technician,married,professional course,no,yes,no
Adult,technician,married,professional course,no,yes,no
Adult,admin.,single,university degree,no,yes,no
Adult,unemployed,married,university degree,no,no,no
Adult,management,married,basic,no,no,no
Adult,blue-collar,married,basic,unknown,yes,no
Adult,admin.,married,basic,no,yes,no
Adult,admin.,married,basic,unknown,yes,no
Adult,management,married,university degree,no,yes,no
Adult,entrepreneur,married,university degree,no,yes,no
Adult,blue-collar,married,professional course,no,no,yes
Adult,entrepreneur,married,university degree,no,yes,no
Adult,technician,married,high school,no,no,no
Adult,technician,single,professional course,no,no,no
Adult,blue-collar,married,basic,no,no,no
Adult,admin.,single,university degree,no,yes,no
Adult,blue-collar,married,basic,no,yes,no
Adult,entrepreneur,married,high school,no,yes,no
Adult,admin.,married,university degree,no,yes,no
Adult,technician,married,professional course,no,yes,no
Adult,admin.,divorced,high school,no,yes,no
Adult,technician,married,professional course,no,yes,no
Adult,services,married,high school,no,yes,no
Adult,self-employed,single,university degree,no,yes,no
Adult,services,married,high school,no,no,no
Adult,unemployed,married,basic,no,yes,no
Adult,management,married,university degree,no,yes,no
Adult,management,married,university degree,no,yes,no
Adult,services,divorced,high school,no,yes,no
Adult,management,married,basic,no,no,no
Adult,management,married,university degree,no,no,no
Adult,blue-collar,married,basic,no,yes,no
Adult,self-employed,divorced,university degree,no,yes,no
Adult,technician,married,basic,no,yes,no
Adult,technician,married,professional course,unknown,yes,no
Adult,management,married,university degree,no,yes,no
Adult,unemployed,married,basic,no,yes,no
Adult,management,single,university degree,no,no,yes
Adult,technician,married,professional course,no,yes,no
Adult,technician,married,university degree,no,yes,no
Adult,blue-collar,married,basic,no,yes,no
Adult,technician,married,professional course,no,no,yes
Adult,admin.,married,high school,no,yes,no
Adult,blue-collar,married,basic,no,no,no
Adult,management,married,basic,no,no,no
Adult,admin.,married,university degree,unknown,no,no
Adult,management,divorced,university degree,no,yes,no
Adult,management,married,basic,no,no,no
Adult,services,divorced,high school,no,yes,no
Adult,management,married,basic,no,no,no
Adult,unemployed,married,university degree,no,yes,no
Adult,technician,single,professional course,no,yes,no
Adult,entrepreneur,married,high school,no,no,yes
Adult,entrepreneur,married,high school,no,yes,no
Adult,technician,married,professional course,unknown,yes,no
Adult,management,divorced,university degree,no,no,no
Adult,management,divorced,university degree,no,yes,no
Adult,management,married,university degree,no,no,no
Adult,self-employed,married,basic,no,yes,no
Adult,self-employed,married,basic,no,yes,no
Adult,management,married,university degree,no,yes,yes
Adult,admin.,married,unknown,no,no,no
Adult,entrepreneur,married,basic,unknown,yes,no
Adult,management,married,university degree,no,no,no
Adult,retired,married,high school,no,no,no
Adult,retired,married,high school,no,yes,no
Adult,blue-collar,married,basic,no,no,yes
Adult,services,single,high school,no,no,no
Adult,admin.,married,university degree,no,yes,no
Adult,entrepreneur,married,basic,no,yes,no
Adult,admin.,married,university degree,no,yes,no
Adult,admin.,married,university degree,no,yes,no
Adult,blue-collar,married,basic,no,yes,no
Adult,blue-collar,married,basic,no,no,no
Adult,blue-collar,married,basic,no,yes,no
Adult,entrepreneur,single,basic,no,yes,no
Adult,management,married,professional course,no,no,no
Adult,admin.,married,high school,no,no,no
Adult,services,divorced,high school,no,yes,yes
Adult,entrepreneur,married,basic,no,yes,no
Adult,entrepreneur,married,basic,no,unknown,unknown
Adult,technician,married,professional course,no,yes,no
Adult,technician,married,professional course,no,yes,no
Adult,services,divorced,high school,no,yes,no
Adult,services,divorced,high school,no,yes,yes
Adult,management,married,unknown,no,no,no
Adult,services,married,basic,unknown,yes,no
Adult,admin.,divorced,high school,no,no,no
Adult,blue-collar,married,basic,unknown,no,yes
